start_station_id,start_station_lat,start_station_lon
2,41.872638,-87.623979
3,41.86722596,-87.61535539
4,41.856268,-87.613348
5,41.874053,-87.627716
6,41.88504199,-87.61279454
7,41.88634906,-87.61751655
9,41.82879202,-87.68060446
11,41.76663824,-87.57645011
12,41.76640946,-87.56568757
13,41.932418,-87.652705
14,41.858086,-87.651073
15,41.858166,-87.656495
16,41.910337,-87.670072
17,41.90332,-87.67273
18,41.88327159,-87.63731329
19,41.869417,-87.660996
20,41.910522,-87.653106
21,41.87772613,-87.65478743
22,41.8694821,-87.6554864
23,41.902924,-87.637715
24,41.89186,-87.62062
25,41.89766,-87.62351
26,41.89102,-87.6173
27,41.91021,-87.6435
28,41.91468,-87.64332
29,41.90068,-87.6626
30,41.899643,-87.6677
31,41.896776,-87.635633
32,41.87464,-87.65703
33,41.877181,-87.627844
34,41.92675599,-87.63442878
35,41.892278,-87.612043
36,41.87770796,-87.63532114
37,41.87935636,-87.62979104
38,41.88602083,-87.63087606
39,41.87947235,-87.62568861
40,41.87934437,-87.63198522
41,41.87207763,-87.62954377
42,41.852619,-87.626488
43,41.88389277,-87.62464914
44,41.8847302,-87.62773357
45,41.876243,-87.624426
46,41.89993001,-87.63443007
47,41.88918,-87.6277
48,41.897764,-87.642884
49,41.88131982,-87.62952092
50,41.87593267,-87.63058454
51,41.88457623,-87.63188991
52,41.886024,-87.624117
53,41.894729,-87.633775
54,41.89636246,-87.65406127
55,41.867324,-87.648625
56,41.88871604,-87.64444785
57,41.86711778,-87.64108796
58,41.916017,-87.668879
59,41.867227,-87.625961
60,41.91057803,-87.64942193
61,41.907655,-87.672552
62,41.85137517,-87.61883465
66,41.885637,-87.641823
67,41.92560188,-87.65370804
68,41.875885,-87.640795
69,41.90939601,-87.67769193
71,41.88548331,-87.65230486
72,41.860384,-87.625813
73,41.880422,-87.642746
74,41.893882,-87.641711
75,41.878412,-87.641052
76,41.880958,-87.616743
77,41.882242,-87.641066
80,41.88042,-87.655599
81,41.884241,-87.629634
84,41.891,-87.645925
85,41.90096039,-87.62377664
86,41.89637337,-87.66098386
87,41.92556258,-87.65840426
88,41.88397,-87.655688
89,41.87500913,-87.63310582
90,41.8810317,-87.62408432
91,41.88338,-87.64117
92,41.894556,-87.653449
93,41.913688,-87.652855
94,41.918306,-87.636282
95,41.77870057,-87.58678762
96,41.88461619,-87.64457058
97,41.865312,-87.617867
98,41.882664,-87.63253
99,41.89257,-87.614492
100,41.888243,-87.63639
101,41.78101637,-87.57611976
102,41.7734585,-87.58533974
103,41.87146652,-87.64094913
106,41.897448,-87.628722
107,41.878287,-87.643909
108,41.87184,-87.64664
109,41.874675,-87.650019
110,41.893992,-87.629318
111,41.894666,-87.638437
112,41.883668,-87.64867
113,41.91844,-87.65222
114,41.946966,-87.654242
115,41.936266,-87.652662
116,41.915401,-87.687202
117,41.94018,-87.65304
118,41.911386,-87.638677
119,41.88541,-87.66732
120,41.853605,-87.631886
121,41.802562,-87.590368
122,41.87501,-87.67328
123,41.922695,-87.697153
124,41.855048,-87.675726
125,41.890011,-87.626293
126,41.911974,-87.631942
127,41.925905,-87.64926
128,41.895769,-87.67722
129,41.857556,-87.661535
130,41.90331,-87.67695
131,41.939365,-87.668385
132,41.849237,-87.631715
133,41.88917683,-87.63850577
134,41.877749,-87.649633
135,41.85378,-87.64665
136,41.865054,-87.656959
137,41.862378,-87.651062
138,41.904613,-87.640552
140,41.898969,-87.629912
141,41.915689,-87.6346
142,41.894503,-87.617854
143,41.922167,-87.638888
144,41.921822,-87.64414
145,41.89858665,-87.62191523
146,41.877945,-87.662007
147,41.845435,-87.622176
148,41.834734,-87.625813
149,41.8349,-87.61793
150,41.838556,-87.608218
152,41.932225,-87.658617
153,41.935733,-87.663576
154,41.93949,-87.66378
156,41.93649682,-87.64753866
157,41.936669,-87.636794
158,41.912616,-87.681391
159,41.907781,-87.685854
160,41.910535,-87.689556
161,41.89576475,-87.62590803
162,41.93588,-87.67842
163,41.931931,-87.677856
164,41.885837,-87.6355
165,41.95078,-87.659172
166,41.92883,-87.668507
167,41.8492,-87.67564
168,41.864059,-87.623727
169,41.874337,-87.639566
170,41.85795,-87.640826
171,41.855136,-87.654127
172,41.9023087,-87.62769053
173,41.89691,-87.621743
174,41.882091,-87.639833
175,41.872373,-87.633523
176,41.902973,-87.63128
177,41.926277,-87.630834
178,41.856594,-87.627542
179,41.82256,-87.61615
180,41.906782,-87.626402
181,41.890749,-87.63206
182,41.903222,-87.634324
183,41.899714,-87.677234
184,41.83104,-87.62688
185,41.917741,-87.691392
186,41.891795,-87.658751
188,41.92533,-87.6658
190,41.928773,-87.663913
191,41.880884,-87.639525
192,41.879255,-87.639904
193,41.841707,-87.626938
194,41.886875,-87.62603
195,41.884728,-87.619521
196,41.890573,-87.622072
197,41.882134,-87.625125
198,41.881892,-87.648789
199,41.891738,-87.626937
200,41.809851,-87.616279
201,41.82168,-87.6216
202,41.857499,-87.646277
203,41.85394,-87.685243
204,41.794853,-87.618691
205,41.857901,-87.668745
206,41.847203,-87.646795
207,41.84358,-87.645368
208,41.85381,-87.665897
209,41.849527,-87.640591
210,41.90345,-87.667747
211,41.894448,-87.622663
212,41.892154,-87.636928
213,41.910153,-87.68229
214,41.89122,-87.67686
215,41.88137,-87.67493
216,41.903029,-87.697474
217,41.886773,-87.656001
218,41.856802,-87.633879
219,41.916027,-87.677411
220,41.93262,-87.642385
222,41.920195,-87.693033
223,41.918216,-87.656936
224,41.913778,-87.64884
225,41.919936,-87.64883
226,41.939743,-87.658865
227,41.94815,-87.66394
228,41.9406,-87.6785
229,41.943739,-87.66402
230,41.94334,-87.67097
231,41.96167,-87.65464
232,41.949275,-87.646303
233,41.883004,-87.651148
234,41.961588,-87.666036
236,41.907576,-87.638517
237,41.842052,-87.617
238,41.961615,-87.674365
239,41.966555,-87.688487
240,41.954245,-87.654406
241,41.871737,-87.65103
242,41.967094,-87.679028
243,41.962391,-87.684146
244,41.95469,-87.67393
245,41.961004,-87.649603
246,41.956061,-87.668869
247,41.795212,-87.580715
248,41.795264,-87.596471
249,41.963982,-87.638181
250,41.936083,-87.669807
251,41.967968,-87.650001
252,41.809835,-87.599383
253,41.968873,-87.658857
254,41.954383,-87.648043
255,41.867888,-87.623041
256,41.952833,-87.649993
257,41.94911,-87.675112
258,41.930584,-87.685126
259,41.918121,-87.696972
260,41.929567,-87.707857
261,41.871514,-87.669886
262,41.827059,-87.64572
263,41.836208,-87.613533
264,41.886835,-87.62232
265,41.822985,-87.6071
267,41.809443,-87.591875
268,41.911722,-87.626804
270,41.75866967,-87.58688287
271,41.816499,-87.606582
272,41.838842,-87.621857
273,41.857813,-87.62455
274,41.861267,-87.656625
275,41.865234,-87.666507
276,41.91044,-87.6972
277,41.891072,-87.666611
278,41.830629,-87.64129
279,41.830661,-87.647172
280,41.8378,-87.65114
281,41.84847,-87.685109
282,41.864883,-87.647071
283,41.87817,-87.631985
284,41.87785,-87.62408
285,41.89113,-87.67203
286,41.878724,-87.634793
287,41.880317,-87.635185
288,41.918084,-87.643749
289,41.912133,-87.634656
290,41.921525,-87.707322
291,41.906724,-87.63483
292,41.957081,-87.664199
293,41.965485,-87.657238
294,41.978353,-87.659753
295,41.972972,-87.659637
296,41.940106,-87.645451
297,41.961507,-87.671387
298,41.955927,-87.679259
299,41.94367,-87.64895
300,41.937725,-87.644095
301,41.907993,-87.631501
302,41.928712,-87.653833
303,41.945512,-87.64598
304,41.949065,-87.648601
305,41.902893,-87.687275
306,41.958494,-87.654966
307,41.920771,-87.663712
308,41.943403,-87.679618
309,41.917805,-87.682437
310,41.920082,-87.677855
311,41.968885,-87.684001
312,41.957879,-87.649519
313,41.925858,-87.638973
314,41.957921,-87.673567
315,41.912919,-87.664169
316,41.96325,-87.679258
317,41.869154,-87.671045
318,41.954177,-87.664358
319,41.932595,-87.665939
320,41.872187,-87.661501
321,41.871962,-87.626106
322,41.799568,-87.594747
323,41.969517,-87.654691
324,41.93132,-87.638742
325,41.973385,-87.668365
326,41.967096,-87.667429
327,41.92154,-87.653818
328,41.788746,-87.601334
329,41.932684,-87.63625
330,41.946176,-87.673308
331,41.908537,-87.648627
332,41.933666,-87.648959
333,41.907066,-87.667252
334,41.940775,-87.639192
335,41.831379,-87.618034
336,41.809855,-87.606755
337,41.896544,-87.630931
338,41.857611,-87.619407
339,41.838198,-87.645143
340,41.929546,-87.643118
341,41.866095,-87.607267
342,41.871262,-87.673688
343,41.928887,-87.658971
344,41.96909,-87.674237
345,41.793242,-87.587782
346,41.88283,-87.661206
347,41.950687,-87.6687
348,41.854016,-87.695445
349,41.929143,-87.649077
350,41.895966,-87.667747
351,41.803038,-87.606615
352,41.77351755,-87.57714283
353,42.01256,-87.67437
354,42.01058656,-87.66241209
355,41.77366885,-87.56733865
356,41.76649294,-87.58646088
359,41.90348607,-87.64335349
364,41.90021949,-87.64298547
365,41.89936844,-87.64847988
366,41.84163254,-87.65743495
367,41.83069611,-87.65597591
368,41.83920868,-87.66560986
369,41.83010465,-87.67029831
370,41.85418425,-87.61915374
372,41.900146,-87.702882
373,41.8954653,-87.70612788
374,41.89841769,-87.68659602
375,41.88973,-87.70103
376,41.88949182,-87.68821936
377,41.88460329,-87.70630374
378,41.88445396,-87.69629814
381,41.87978771,-87.68611281
382,41.87474885,-87.68644528
383,41.87429061,-87.66724564
384,41.80183,-87.64521
385,41.79498,-87.63312
386,41.79293,-87.64499
388,41.77938114,-87.64462081
390,41.78008,-87.62975
391,41.76906,-87.64461
392,41.76929309,-87.62819593
393,41.76550801,-87.61691793
394,41.870816,-87.631246
395,41.75712007,-87.57583936
396,41.758768,-87.56644
397,41.75874584,-87.56011478
398,41.75787145,-87.54938625
399,41.76218896,-87.55927465
400,41.76571904,-87.60495971
401,41.842733,-87.635491
402,41.838464,-87.635406
403,41.83452989,-87.63182298
405,41.830777,-87.632504
