start_station_id,start_station_lat,start_station_lon,Bus_station_number,Subway_station_number
466,40.74395411,-73.99144871,4,8
467,40.68312489,-73.97895137,3,3
468,40.7652654,-73.98192338,0,1
469,40.76344058,-73.98268129,0,5
470,40.74345335,-74.00004031,3,6
471,40.71286844,-73.95698119,0,2
472,40.7457121,-73.98194829,1,1
473,40.72110063,-73.9919254,0,4
474,40.7451677,-73.98683077,3,5
475,40.73524276,-73.98758561,2,4
476,40.74394314,-73.97966069,1,1
477,40.75640548,-73.9900262,5,1
478,40.76030096,-73.99884222,1,6
479,40.76019252,-73.9912551,2,1
480,40.76669671,-73.99061728,0,5
481,40.71260486,-73.96264403,0,1
482,40.73935542,-73.99931783,2,1
483,40.73223272,-73.98889957,1,3
484,40.75500254,-73.98014437,2,1
485,40.75038009,-73.98338988,2,9
486,40.7462009,-73.98855723,4,8
487,40.73314259,-73.97573881,0,4
488,40.75645824,-73.99372222,4,1
489,40.75066386,-74.00176802,3,4
490,40.751551,-73.993934,5,2
491,40.74096374,-73.98602213,1,4
492,40.75019995,-73.99093085,5,2
493,40.7568001,-73.98291153,4,6
494,40.74734825,-73.99723551,4,10
495,40.76269882,-73.99301222,1,1
496,40.73726186,-73.99238967,2,1
497,40.73704984,-73.99009296,2,0
498,40.74854862,-73.98808416,5,0
499,40.76915505,-73.98191841,0,4
500,40.76228826,-73.98336183,1,3
501,40.744219,-73.97121214,0,5
502,40.714215,-73.981346,0,0
503,40.73827428,-73.98751968,1,0
504,40.73221853,-73.98165557,1,0
505,40.74901271,-73.98848395,5,1
507,40.73912601,-73.97973776,0,4
508,40.76341379,-73.99667444,0,0
509,40.7454973,-74.00197139,0,0
510,40.7606597,-73.98042047,1,2
511,40.72938685,-73.97772429,0,8
512,40.7500727,-73.99839279,4,1
513,40.768254,-73.988639,1,2
514,40.76087502,-74.00277668,1,2
515,40.76009437,-73.99461843,2,1
516,40.75206862,-73.96784384,0,1
517,40.75149263,-73.97798848,2,1
518,40.74780373,-73.9734419,1,4
519,40.75188406,-73.97770164,2,1
520,40.75992262,-73.97648516,1,4
521,40.75044999,-73.99481051,4,7
522,40.75714758,-73.97207836,2,5
523,40.75466591,-73.99138152,4,3
524,40.75527307,-73.98316936,3,6
525,40.75594159,-74.0021163,2,10
526,40.74765947,-73.98490707,2,1
527,40.74315566,-73.97434726,0,5
528,40.74290902,-73.97706058,0,1
529,40.7575699,-73.99098507,5,1
530,40.771522,-73.990541,0,6
531,40.71893904,-73.99266288,1,0
532,40.710451,-73.960876,0,5
533,40.75299641,-73.98721619,5,1
534,40.70255065,-74.0127234,11,8
536,40.74144387,-73.97536082,0,4
537,40.74025878,-73.98409214,0,1
538,40.75795248,-73.97787642,2,1
539,40.71534825,-73.96024116,0,7
540,40.74147286,-73.98320928,1,0
545,40.736502,-73.97809472,0,2
546,40.74444921,-73.98303529,1,1
2000,40.70255088,-73.98940236,1,4
2001,40.69892054,-73.97332996,0,4
2002,40.716887,-73.963198,0,0
2003,40.73416059,-73.98024289,1,0
2004,40.724399,-74.004704,0,1
2005,40.70531194,-73.97100056,0,4
2006,40.76590936,-73.97634151,0,0
2008,40.70569254,-74.01677685,7,4
2009,40.71117444,-73.99682619,5,4
2010,40.72165481,-74.00234737,3,2
2012,40.739445,-73.976806,0,5
2017,40.75022392,-73.97121414,2,0
2021,40.75929124,-73.98859651,0,0
2022,40.75849116,-73.95920622,0,0
2023,40.75968085,-73.97031366,0,0
3002,40.711512,-74.015756,0,0
3014,40.722852,-73.959114,0,0
3016,40.77105186,-73.9643383,0,0
3017,40.751483,-73.996764,0,0
3036,40.68486875,-74.02544975,0,0
3040,40.646678,-74.016263,0,0
3041,40.67890679,-73.94142771,0,0
3042,40.6794268,-73.9298911,0,0
3043,40.6814598,-73.934903,4,0
3044,40.6800105,-73.938475,0,0
3046,40.682601,-73.938037,0,0
3047,40.6823687,-73.944118,0,0
3048,40.68402,-73.94977,0,0
3049,40.68488,-73.96304,0,0
3050,40.6851532,-73.94111,0,0
3052,40.686312,-73.935775,0,0
3053,40.6900815,-73.947915,0,0
3054,40.6894932,-73.942061,0,0
3055,40.6883337,-73.950916,0,0
3056,40.69072549,-73.95133465,0,0
3057,40.69128258,-73.9452416,0,0
3058,40.69237074,-73.93705428,0,0
3059,40.6933982,-73.939877,0,0
3060,40.69425403,-73.94626915,2,1
3061,40.69622937,-73.94371094,3,0
3062,40.69539817,-73.94954908,0,0
3063,40.69527008,-73.95238108,0,0
3064,40.69681963,-73.93756926,0,0
3065,40.70029511,-73.95032283,0,0
3066,40.69957608,-73.94708417,0,0
3067,40.7016657,-73.9437303,0,0
3068,40.7031724,-73.940636,0,0
3069,40.70411791,-73.94818595,0,0
3070,40.70510918,-73.94407279,0,0
3071,40.70538077,-73.94976519,0,0
3072,40.70583339,-73.94644578,0,0
3073,40.70691254,-73.95441667,0,0
3074,40.70767788,-73.94016171,0,0
3075,40.70708701,-73.95796783,0,0
3076,40.70870368,-73.9448625,0,0
3077,40.70877084,-73.95095259,0,0
3078,40.70925562,-73.95982218,0,0
3079,40.71103537,-73.94714303,0,0
3080,40.70934,-73.95608,0,0
3081,40.711863,-73.944024,0,0
3082,40.71167351,-73.95141312,0,0
3083,40.71247661,-73.94100005,0,0
3084,40.71348658,-73.94792458,0,0
3085,40.71469,-73.95739,0,0
3086,40.715143,-73.944507,0,0
3087,40.71413311,-73.95234386,0,0
3088,40.7160751,-73.952029,0,0
3089,40.7173184,-73.94820213,0,0
3090,40.71774592,-73.95600096,0,0
3091,40.71764,-73.94882,0,0
3092,40.7190095,-73.95852515,0,0
3093,40.71745169,-73.95850939,0,0
3094,40.7169811,-73.94485918,0,0
3095,40.71929301,-73.94500379,0,0
3096,40.71924,-73.95242,0,0
3097,40.71921585,-73.9424469,0,0
3098,40.71928,-73.94861,0,0
3099,40.7215224,-73.94898266,0,0
3100,40.72481256,-73.94752622,0,0
3101,40.72079821,-73.95484712,0,0
3102,40.72179134,-73.9504154,0,0
3103,40.72153267,-73.95782357,0,0
3104,40.72057658,-73.96150225,0,0
3105,40.724055,-73.955736,0,0
3106,40.72325,-73.94308,0,0
3107,40.72311651,-73.95212324,0,0
3108,40.72557,-73.94434,0,0
3109,40.72606,-73.95621,0,0
3110,40.72708584,-73.95299117,0,0
3111,40.7258483,-73.95064893,0,0
3112,40.72906,-73.95779,0,0
3113,40.73026,-73.95394,0,0
3114,40.73165141,-73.96161892,0,0
3115,40.73232194,-73.9550858,0,0
3116,40.73266,-73.95826,0,0
3117,40.73564,-73.95866,0,0
3118,40.73555,-73.95284,0,0
3119,40.74232744,-73.95411749,0,0
3120,40.74161,-73.96044,0,0
3121,40.74524768,-73.94733276,0,0
3122,40.74436329,-73.95587325,0,0
3123,40.74469738,-73.93540375,0,0
3124,40.74731,-73.95451,0,0
3125,40.74708586,-73.94977234,0,0
3126,40.74718234,-73.9432635,0,0
3127,40.74966,-73.9521,0,0
3128,40.75052534,-73.94594845,0,0
3129,40.75110165,-73.94073717,0,0
3130,40.75325964,-73.94335788,0,0
3131,40.7671284,-73.96224618,0,0
3132,40.76350532,-73.97109243,0,0
3133,40.76735637,-73.96493528,0,0
3134,40.76312584,-73.96526895,0,0
3135,40.77112927,-73.95772297,0,0
3136,40.76650452,-73.97147595,0,0
3137,40.77282817,-73.96685276,0,0
3138,40.77440546,-73.96175265,0,0
3139,40.77122923,-73.96432627,0,0
3140,40.77140426,-73.9535166,0,0
3141,40.76500525,-73.95818491,0,0
3142,40.7612274,-73.96094022,0,0
3143,40.77682863,-73.96388769,0,0
3144,40.77677702,-73.9590097,0,0
3145,40.77862688,-73.95772073,0,0
3146,40.77573034,-73.9567526,0,0
3147,40.77801203,-73.95407149,0,0
3148,40.77565541,-73.95068615,0,0
3149,40.77517793,-73.95324922,0,0
3150,40.77536905,-73.94803392,0,0
3151,40.7728384,-73.94989233,0,0
3152,40.76873687,-73.96119945,0,0
3153,40.76817547,-73.95910263,0,0
3154,40.77314236,-73.95856158,0,0
3155,40.76440023,-73.96648977,0,0
3156,40.76663814,-73.95348296,0,0
3157,40.77518615,-73.94446054,0,0
3158,40.77163851,-73.98261428,0,0
3159,40.77492513,-73.98266566,0,0
3160,40.77896784,-73.97374737,0,0
3161,40.78018397,-73.97728533,0,0
3162,40.78339981,-73.98093133,0,0
3163,40.7734066,-73.97782542,0,0
3164,40.7770575,-73.97898475,0,0
3165,40.77575319,-73.97603963,0,0
3166,40.78057799,-73.98562431,0,0
3167,40.77966809,-73.98093045,0,0
3168,40.78472675,-73.96961715,0,0
3169,40.78720869,-73.98128127,0,0
3170,40.78499979,-73.97283406,0,0
3171,40.78524672,-73.97667321,0,0
3172,40.7785669,-73.97754961,0,0
3173,40.77750703,-73.98888588,0,0
3175,40.77748046,-73.98288594,0,0
3176,40.77452835,-73.98753759,0,0
3177,40.7867947,-73.977112,0,0
3178,40.78414472,-73.98362492,0,0
3179,40.698617,-73.941342,0,0
3180,40.69878,-73.99712,0,0
3181,40.692609,-74.016398,0,0
3182,40.686931,-74.016966,0,0
3219,40.729193,-73.976655,0,0
3221,40.743,-73.93561,0,0
3222,40.6851596,-73.97711366,0,0
3223,40.75899656,-73.96865398,0,0
3224,40.73997354,-74.00513873,0,0
3226,40.78275,-73.97137,0,0
3229,40.68061768,-73.94624949,0,0
3230,40.7512836,-73.99692446,0,0
3231,40.7678008,-73.96592081,0,0
3232,40.68962189,-73.98304269,0,0
3233,40.75724568,-73.97805914,0,0
3234,40.75159368,-73.98043156,0,0
3235,40.75216528,-73.97992194,0,0
3236,40.75898481,-73.99379969,0,0
3237,40.75383343,-73.94267678,0,0
3238,40.7739139,-73.95439535,0,0
3239,40.64653837,-74.01658773,0,0
3241,40.686203,-73.944694,0,0
3242,40.69102926,-73.99183363,0,0
3243,40.75892386,-73.96226227,0,0
3244,40.73143724,-73.99490342,0,0
3245,40.6466779,-74.01630342,0,0
3246,40.69428114,-73.99230033,0,0
3249,40.68035608,-73.9476791,0,0
3250,40.71690978,-73.98383796,0,0
3252,40.67534953,-74.01002035,0,0
3253,40.67280641,-73.96886587,0,0
3254,40.69231661,-74.01486576,0,0
3255,40.75058535,-73.99468482,0,0
3256,40.72771408,-74.01129574,0,0
3257,40.77376867,-73.97116989,0,0
3258,40.75018156,-74.00218427,0,0
3259,40.74937024,-73.99923384,0,0
3260,40.72706363,-73.99662137,0,0
3263,40.7292365,-73.99086803,0,0
3264,40.76421007,-73.96910459,0,0
3265,40.72456343,-73.98944378,0,0
3266,40.70861098,-73.92850399,0,0
3282,40.78307,-73.95939,0,0
3283,40.7882213,-73.97041561,0,0
3284,40.7814107,-73.95595908,0,0
3285,40.78839,-73.9747,0,0
3286,40.7806284,-73.9521667,0,0
3287,40.790261,-73.977131,0,0
3288,40.778301,-73.9488134,0,0
3289,40.79017948,-73.97288918,0,0
3290,40.7779453,-73.946041,0,0
3291,40.7933718,-73.97685115,0,0
3292,40.7857851,-73.957481,0,0
3293,40.7921,-73.9739,0,0
3294,40.7835016,-73.955327,0,0
3295,40.79127,-73.964839,0,0
3297,40.6686627,-73.97988067,0,0
3298,40.686371,-73.99383324,0,0
3300,40.66514682,-73.97637606,0,0
3301,40.7919557,-73.968087,0,0
3302,40.7969347,-73.96434123,0,0
3303,40.6849894,-73.99440329,0,0
3304,40.668127,-73.98377641,0,0
3305,40.7811223,-73.94965589,0,0
3306,40.6662078,-73.98199886,0,0
3307,40.7941654,-73.974124,0,0
3308,40.6861758,-73.99645295,0,0
3309,40.7859201,-73.94860294,0,0
3310,40.663779,-73.98396846,0,0
3311,40.68763155,-74.0016256,0,0
3312,40.7817212,-73.94594,0,0
3313,40.6663181,-73.9854617,0,0
3314,40.7937704,-73.971888,0,0
3315,40.6847514,-73.99917254,0,0
3316,40.7989937,-73.96621738,0,0
3317,40.6686273,-73.98700053,0,0
3319,40.666287,-73.98895053,0,0
3320,40.793393,-73.9635556,0,0
3321,40.6831164,-73.99785267,0,0
3322,40.668603,-73.9904394,0,0
3323,40.7981856,-73.9605909,0,0
3324,40.6685455,-73.99333264,0,0
3325,40.7849032,-73.950503,0,0
3326,40.67434,-74.00194698,0,0
3327,40.7877214,-73.94728331,0,0
3328,40.795,-73.9645,0,0
3329,40.6829151,-73.99318208,0,0
3330,40.6725058,-74.00494695,0,0
3331,40.8013434,-73.97114574,0,0
3332,40.68199044,-73.99079025,0,0
3333,40.6747055,-74.0075572,0,0
3335,40.6772744,-73.98282002,0,0
3336,40.787801,-73.953559,0,0
3338,40.7862586,-73.94552579,0,0
3339,40.6765304,-73.97846879,0,0
3340,40.6753274,-74.0100698,0,0
3341,40.795346,-73.96186,0,0
3342,40.6777748,-74.0094613,0,0
3343,40.7997568,-73.96211287,0,0
3344,40.679043,-74.011169,0,0
3345,40.78948542,-73.95242929,0,0
3346,40.67514684,-73.97523209,0,0
3347,40.6773429,-74.01275056,0,0
3348,40.677236,-74.015665,0,0
3349,40.6729679,-73.97087984,0,0
3350,40.7973721,-73.97041192,0,0
3351,40.7869946,-73.94164802,0,0
3353,40.6747844,-74.01612847,0,0
3354,40.668132,-73.97363831,0,0
3355,40.76800889,-73.96845281,0,0
3356,40.7746671,-73.98470567,0,0
3357,40.8008363,-73.96644925,0,0
3358,40.6711978,-73.97484126,0,0
3359,40.7691572,-73.96703464,0,0
3360,40.7829391,-73.9786517,0,0
3361,40.6740886,-73.9787282,0,0
3362,40.7781314,-73.96069399,0,0
3363,40.7904828,-73.95033068,0,0
3364,40.6751622,-73.9814832,0,0
3365,40.6703837,-73.97839676,0,0
3366,40.8021174,-73.96818053,0,0
3367,40.7922553,-73.95249933,0,0
3368,40.6728155,-73.98352355,0,0
3370,40.7727966,-73.95577801,0,0
3371,40.67461342,-73.98501143,0,0
3372,40.7689738,-73.95482273,0,0
3373,40.6750705,-73.98775226,0,0
3374,40.799484,-73.955613,0,0
3375,40.7699426,-73.96060712,0,0
3376,40.76471852,-73.9622207,0,0
3377,40.6786115,-73.99037292,0,0
3378,40.773763,-73.96222088,0,0
3379,40.7903051,-73.94755757,0,0
3381,40.6777287,-73.99364123,0,0
3382,40.680611,-73.99475825,0,0
3383,40.804213,-73.96699104,0,0
3384,40.6787242,-73.99599099,0,0
3385,40.7898175,-73.94296109,0,0
3386,40.6809591,-73.99905709,0,0
3387,40.7934337,-73.94945003,0,0
3388,40.6828003,-73.99990419,0,0
3389,40.6830456,-74.00348559,0,0
3390,40.79329668,-73.9432083,0,0
3391,40.7892529,-73.93956237,0,0
3392,40.6812117,-74.00860912,0,0
3393,40.6794327,-74.00785041,0,0
3394,40.6769993,-74.00647134,0,0
3395,40.6763744,-74.00324957,0,0
3396,40.6783563,-74.00014502,0,0
3397,40.6763947,-73.99869893,0,0
3398,40.6746957,-73.99785768,0,0
3399,40.67260298,-73.98983002,0,0
3400,40.7961535,-73.94782145,0,0
3401,40.6724811,-73.99331394,0,0
3402,40.6902375,-73.99203074,0,0
3403,40.6705135,-73.98876585,0,0
3404,40.6704922,-73.98541675,0,0
3405,40.6704836,-73.98208968,0,0
3407,40.679098,-73.98765475,0,0
3408,40.6881529,-73.99520919,0,0
3409,40.6867443,-73.99063168,0,0
3410,40.6864442,-73.98759104,0,0
3411,40.6849668,-73.98620772,0,0
3412,40.6853761,-73.98302136,0,0
3413,40.6827549,-73.98258555,0,0
3414,40.68094472,-73.97567332,0,0
3415,40.6793307,-73.97519523,0,0
3416,40.6776147,-73.97324283,0,0
3417,40.6795766,-73.97854971,0,0
3418,40.6750207,-73.97111473,0,0
3419,40.6792788,-73.98154004,0,0
3420,40.6802133,-73.98432695,0,0
3421,40.6843549,-73.98901629,0,0
3422,40.6859296,-74.00242364,0,0
3423,40.66106337,-73.97945255,0,0
3424,40.791976,-73.945993,0,0
3425,40.7892105,-73.94370784,0,0
3427,40.72430527,-73.99600983,0,0
3428,40.740983,-74.001702,0,0
3429,40.68506807,-73.9779076,0,0
3430,40.71907891,-73.9422369,0,0
3431,40.746524,-73.977885,0,0
3432,40.662987,-73.976918,0,0
3434,40.79025417,-73.9771834,0,0
3435,40.718822,-73.99596,0,0
3436,40.721319,-74.010065,0,0
3438,40.77224854,-73.95842135,0,0
3440,40.69241829,-73.98949474,0,0
3441,40.752957,-74.00264,0,0
3443,40.76132983,-73.97982001,0,0
3445,40.79181172,-73.97860229,0,0
3447,40.76703432,-73.9562273,0,0
3449,40.72146256,-73.94800901,0,0
3452,40.71915572,-73.94885391,0,0
3453,40.71335226,-73.94910336,0,0
3454,40.71036854,-73.94705951,0,0
3455,40.68680821,-73.98036182,0,0
3456,40.71638032,-73.94821286,0,0
3457,40.76302594,-73.97209525,0,0
3458,40.76309387,-73.97835016,0,0
3459,40.75763228,-73.96930575,0,0
3461,40.71485151,-74.01122332,0,0
3462,40.75118387,-73.97138715,0,0
3463,40.73536706,-73.98797393,0,0
3464,40.75227094,-73.98770571,0,0
3466,40.75668721,-73.98257732,0,0
3468,40.7303801,-73.9747502,0,0
3469,40.73181402,-73.95995021,0,0
3470,40.66980193,-73.99490476,0,0
3472,40.74275383,-74.00747359,0,0
3474,40.7252557,-74.00412083,0,0
3476,40.72576997,-73.9507395,0,0
3477,40.65539977,-74.01062787,0,0
3478,40.65708867,-74.00870204,0,0
